,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
9145,53,Other,3.85,0.62,2.48,10.47,Good,Low,7.88,6.21,Yes,Negative,No
9146,40,Other,10.13,3.93,1.68,3.39,Good,Low,7.4,4.19,No,Neutral,Yes
9147,20,Other,2.75,0.55,3.65,10.34,Poor,Low,7.24,7.54,Yes,Neutral,Yes
9148,28,Male,3.19,0.95,4.5,7.83,Poor,Medium,6.17,6.42,Yes,Neutral,No
9149,52,Male,5.16,5.47,0.43,6.03,Poor,High,7.39,1.79,Yes,Negative,No
9150,53,Male,8.23,4.0,3.91,5.54,Fair,High,6.7,1.87,No,Neutral,Yes
9151,23,Other,3.56,5.99,3.46,7.53,Poor,High,8.67,6.81,Yes,Negative,Yes
9152,65,Other,6.98,7.66,1.34,11.13,Fair,Low,5.53,6.86,No,Neutral,Yes
9153,29,Male,3.76,7.5,1.59,13.78,Excellent,Medium,4.76,3.61,No,Positive,No
9154,30,Female,11.74,4.69,1.34,3.03,Good,High,4.75,3.07,Yes,Negative,Yes
9155,33,Male,9.75,1.98,3.58,4.18,Fair,Low,8.29,5.94,No,Positive,No
9156,44,Other,8.94,2.11,1.77,9.03,Good,High,4.2,0.32,No,Neutral,No
9157,30,Female,10.01,2.12,3.41,11.61,Fair,Low,4.1,5.08,Yes,Neutral,Yes
9158,57,Male,8.79,7.82,1.53,7.84,Good,Low,8.63,0.97,Yes,Negative,No
9159,47,Other,6.24,3.22,1.36,12.72,Good,Medium,5.51,2.57,No,Positive,No
9160,25,Other,5.15,0.93,1.84,11.23,Excellent,High,7.42,8.22,No,Negative,Yes
9161,61,Male,7.55,1.14,4.87,11.09,Good,High,4.02,7.97,No,Negative,No
9162,18,Female,2.95,6.52,0.15,9.53,Fair,High,6.27,8.5,No,Negative,Yes
9163,22,Other,9.82,7.84,1.47,4.17,Excellent,High,8.13,2.97,No,Neutral,No
9164,19,Male,6.42,5.48,2.58,11.52,Fair,Medium,8.14,8.8,No,Positive,No
9165,19,Male,1.74,0.72,1.55,13.04,Excellent,Medium,5.76,2.23,No,Neutral,Yes
9166,40,Male,10.92,6.94,4.03,7.28,Excellent,High,5.98,6.82,Yes,Negative,No
9167,61,Other,6.46,0.79,3.43,13.65,Good,High,6.03,0.34,No,Neutral,Yes
9168,39,Male,8.64,0.14,4.13,3.08,Poor,High,4.11,5.41,No,Neutral,No
9169,27,Male,10.16,0.31,2.45,11.65,Excellent,High,7.87,5.38,No,Positive,No
9170,65,Other,10.15,6.16,3.75,13.12,Fair,High,6.47,3.54,No,Negative,Yes
9171,57,Male,8.44,3.55,4.8,2.49,Poor,High,6.72,7.48,Yes,Negative,No
9172,42,Female,11.82,4.99,3.6,3.73,Good,High,5.54,9.57,Yes,Positive,Yes
9173,31,Other,4.7,4.46,0.12,8.09,Poor,Low,8.34,4.06,No,Neutral,Yes
9174,48,Other,4.41,3.33,2.45,11.82,Poor,High,8.28,5.96,Yes,Neutral,Yes
9175,36,Other,7.61,1.59,2.74,12.62,Excellent,Low,5.4,9.65,Yes,Positive,No
9176,27,Female,8.88,4.82,0.62,9.91,Poor,High,8.66,4.89,No,Positive,No
9177,41,Other,7.11,3.32,1.64,4.99,Fair,Medium,6.2,7.36,No,Positive,Yes
9178,34,Male,6.74,7.49,3.51,10.71,Fair,Medium,6.08,3.78,No,Negative,No
9179,49,Female,10.55,0.02,0.43,5.56,Poor,High,6.29,2.95,Yes,Negative,Yes
9180,59,Female,7.59,6.59,3.59,9.56,Excellent,Medium,7.74,7.29,No,Neutral,Yes
9181,59,Other,10.7,5.87,4.71,1.09,Poor,Low,5.66,6.25,No,Positive,No
9182,54,Other,7.4,5.45,4.04,2.97,Fair,Medium,5.53,3.95,Yes,Negative,No
9183,31,Other,10.04,3.16,1.32,1.13,Poor,Low,5.37,9.61,Yes,Negative,No
9184,26,Female,6.95,2.44,3.84,5.33,Poor,Medium,5.36,2.62,Yes,Positive,Yes
9185,57,Female,6.28,1.79,1.81,10.84,Fair,Low,7.56,8.75,Yes,Negative,Yes
9186,45,Male,3.28,5.77,1.63,1.19,Good,High,6.84,1.07,Yes,Positive,No
9187,23,Female,11.36,6.79,3.76,10.24,Poor,Low,6.91,5.87,Yes,Negative,Yes
9188,40,Male,3.43,0.36,4.11,10.27,Good,Medium,5.87,9.87,Yes,Neutral,Yes
9189,43,Male,7.58,3.09,4.3,2.94,Fair,Medium,8.84,4.59,No,Neutral,Yes
9190,19,Other,3.49,5.08,4.67,4.9,Good,Low,7.93,3.08,Yes,Positive,Yes
9191,18,Other,1.01,6.9,0.24,9.9,Fair,Medium,7.2,0.84,No,Negative,Yes
9192,38,Other,4.48,4.29,2.61,6.49,Poor,Low,4.4,5.05,Yes,Negative,Yes
9193,64,Male,5.04,5.58,1.92,4.94,Fair,Medium,4.71,0.24,Yes,Positive,No
9194,21,Female,7.7,7.41,0.98,11.56,Fair,High,7.75,4.42,Yes,Negative,No
9195,40,Female,6.27,2.32,2.2,4.84,Good,Medium,7.19,6.12,No,Positive,No
9196,64,Other,1.97,3.7,1.64,6.2,Fair,Low,5.03,7.65,No,Positive,Yes
9197,51,Other,9.95,7.22,1.24,7.03,Poor,Low,5.44,3.55,No,Neutral,No
9198,60,Other,9.17,6.73,0.37,5.14,Poor,Low,8.49,2.92,Yes,Neutral,No
9199,19,Female,8.93,4.97,3.23,5.65,Excellent,Medium,7.53,5.55,No,Positive,Yes
9200,43,Other,9.48,1.17,0.63,3.73,Fair,High,8.4,6.63,No,Negative,No
9201,64,Other,6.72,3.53,3.16,12.55,Fair,Medium,8.22,8.61,Yes,Positive,No
9202,31,Female,11.16,6.57,2.51,7.82,Poor,Low,6.2,2.88,Yes,Positive,Yes
9203,57,Male,5.67,4.87,2.2,11.29,Fair,Medium,8.13,6.2,No,Negative,Yes
9204,60,Other,10.05,3.38,2.25,1.58,Fair,Medium,8.61,2.06,No,Positive,No
9205,46,Other,1.47,7.23,2.26,1.19,Fair,Low,4.98,9.95,No,Neutral,No
9206,64,Other,11.1,4.1,0.83,11.44,Fair,High,7.95,4.31,No,Negative,Yes
9207,55,Male,11.62,0.69,1.44,12.01,Poor,Low,5.57,3.2,No,Positive,Yes
9208,23,Other,6.87,2.9,2.07,4.34,Fair,Low,5.41,7.51,No,Positive,No
9209,31,Male,10.61,5.62,0.36,14.37,Poor,Low,4.37,4.26,Yes,Negative,No
9210,19,Male,8.42,2.92,2.67,10.58,Poor,Low,6.48,5.72,No,Negative,No
9211,64,Female,8.33,2.61,1.5,10.76,Poor,High,4.24,2.5,No,Neutral,Yes
9212,45,Female,8.33,4.66,1.79,1.5,Fair,Low,4.6,2.02,No,Neutral,Yes
9213,37,Other,3.02,7.07,1.79,3.22,Good,High,5.52,6.33,Yes,Negative,No
9214,36,Other,7.68,5.56,3.6,4.15,Fair,Low,8.42,3.85,No,Neutral,No
9215,42,Male,6.86,6.77,0.02,9.25,Good,Low,7.49,0.69,No,Positive,Yes
9216,56,Female,10.09,3.82,1.23,14.83,Excellent,Medium,4.17,1.38,Yes,Neutral,No
9217,59,Female,7.3,6.08,2.95,7.16,Fair,High,5.31,5.32,Yes,Positive,Yes
9218,62,Other,1.75,4.5,3.1,6.86,Excellent,Medium,4.74,4.31,Yes,Positive,Yes
9219,38,Male,2.14,2.85,0.23,8.68,Poor,Low,8.92,5.76,No,Positive,Yes
9220,61,Male,8.14,5.82,4.09,7.37,Good,Low,8.42,6.55,No,Negative,No
9221,60,Other,9.14,5.72,4.4,2.27,Excellent,High,5.48,0.12,Yes,Neutral,Yes
9222,44,Other,6.68,0.44,1.99,9.12,Poor,High,7.64,6.32,No,Negative,No
9223,44,Female,5.71,4.44,0.14,4.27,Excellent,Medium,6.67,5.7,No,Neutral,Yes
9224,49,Other,7.76,5.58,4.92,7.67,Excellent,High,5.96,1.49,No,Positive,Yes
9225,63,Female,5.29,7.05,1.49,7.48,Good,Low,7.34,6.59,Yes,Neutral,No
9226,54,Female,11.74,7.06,0.3,6.05,Fair,Low,8.43,5.44,Yes,Neutral,Yes
9227,42,Female,10.68,0.27,1.35,2.19,Good,Medium,8.72,1.17,No,Positive,Yes
9228,19,Other,9.6,4.46,2.21,10.13,Excellent,Low,8.96,4.85,No,Neutral,Yes
9229,30,Female,11.3,5.08,3.15,3.87,Excellent,High,7.93,4.51,Yes,Neutral,Yes
9230,56,Male,7.43,4.28,3.73,8.36,Poor,High,7.33,9.76,No,Positive,No
9231,26,Other,3.93,3.24,0.04,8.25,Fair,Medium,6.32,3.09,No,Neutral,Yes
9232,43,Other,2.54,6.74,2.13,2.42,Fair,Medium,4.11,6.1,Yes,Negative,Yes
9233,25,Female,8.16,0.9,2.52,9.4,Poor,Low,8.69,9.05,No,Neutral,No
9234,18,Other,11.64,7.19,0.52,8.63,Excellent,Low,8.44,4.48,No,Positive,Yes
9235,61,Other,1.25,2.86,1.16,14.02,Good,High,8.5,8.23,Yes,Positive,No
9236,21,Male,1.83,2.4,3.54,10.35,Good,Medium,7.28,1.06,Yes,Neutral,Yes
9237,26,Other,4.38,3.78,4.42,10.2,Excellent,Low,8.93,4.59,No,Negative,Yes
9238,61,Male,5.33,4.96,1.57,14.34,Poor,Low,4.8,8.73,Yes,Neutral,No
9239,19,Female,4.71,2.56,1.79,11.74,Excellent,Low,6.5,8.62,Yes,Positive,Yes
9240,57,Other,2.63,4.07,0.65,1.41,Good,Medium,5.16,9.15,Yes,Positive,No
9241,19,Other,6.78,4.42,3.16,9.32,Fair,Medium,8.99,3.28,No,Negative,No
9242,39,Female,9.22,4.89,1.87,13.7,Poor,Medium,4.89,9.58,No,Positive,Yes
9243,46,Female,11.0,4.21,4.46,12.53,Poor,Medium,6.2,1.33,Yes,Positive,Yes
9244,50,Other,1.35,0.91,2.73,9.93,Fair,High,8.8,9.76,Yes,Positive,Yes
9245,38,Other,11.85,3.67,0.33,5.94,Excellent,Medium,5.93,5.59,No,Neutral,Yes
9246,56,Other,3.98,2.15,0.65,9.47,Excellent,Medium,5.31,9.77,No,Positive,No
9247,60,Female,9.05,6.11,4.5,6.94,Excellent,Medium,5.29,9.27,Yes,Negative,No
9248,41,Other,4.21,7.19,3.03,2.45,Fair,Medium,4.95,0.75,No,Neutral,Yes
9249,23,Female,6.68,6.31,3.44,7.52,Excellent,Medium,7.79,0.19,Yes,Neutral,No
9250,60,Other,2.21,2.1,0.78,3.42,Excellent,Medium,7.09,2.08,Yes,Positive,Yes
9251,60,Other,9.08,5.38,0.09,10.27,Good,High,8.43,3.64,Yes,Negative,No
9252,49,Male,2.0,4.77,0.95,7.73,Good,Low,4.9,0.24,No,Neutral,Yes
9253,31,Male,4.66,3.53,1.91,13.31,Poor,Medium,4.48,0.48,No,Neutral,No
9254,44,Female,11.13,1.07,2.49,11.18,Good,Low,6.24,4.22,Yes,Negative,No
9255,28,Other,10.72,6.5,1.35,6.92,Good,Low,6.4,7.64,Yes,Neutral,No
9256,50,Female,2.77,5.18,1.27,7.02,Poor,High,7.59,0.21,Yes,Negative,Yes
9257,63,Male,7.11,2.26,0.06,7.53,Good,High,7.71,5.04,No,Negative,No
9258,64,Other,5.13,7.06,3.85,10.52,Poor,Medium,5.08,2.71,Yes,Positive,Yes
9259,33,Female,2.34,2.85,2.25,4.58,Poor,Low,5.97,8.79,Yes,Neutral,No
9260,40,Other,8.49,2.58,2.58,5.89,Good,Low,8.36,6.9,No,Neutral,Yes
9261,43,Male,1.77,4.05,0.72,2.81,Good,Medium,4.26,5.73,Yes,Negative,Yes
9262,51,Male,3.32,2.78,4.63,1.78,Poor,Medium,5.18,8.46,Yes,Negative,No
9263,42,Male,5.22,6.86,3.27,1.86,Excellent,Medium,6.16,0.76,No,Positive,Yes
9264,61,Female,2.78,6.59,1.05,1.42,Fair,Medium,8.34,3.94,Yes,Negative,No
9265,49,Other,1.95,7.07,0.06,14.74,Excellent,High,5.53,9.01,No,Negative,Yes
9266,42,Male,11.24,6.97,1.23,8.23,Poor,Medium,8.91,5.44,Yes,Negative,Yes
9267,63,Female,10.74,7.13,2.66,3.53,Excellent,Medium,4.37,1.39,No,Neutral,No
9268,22,Other,7.06,0.66,0.12,14.49,Good,Medium,5.45,2.24,No,Positive,No
9269,39,Other,7.69,6.95,1.28,12.65,Good,High,6.99,5.57,Yes,Negative,Yes
9270,58,Female,3.18,1.84,3.98,8.05,Fair,Medium,6.8,5.91,Yes,Negative,Yes
9271,62,Male,2.06,2.4,4.38,11.32,Fair,Medium,4.46,7.54,Yes,Neutral,No
9272,38,Female,4.23,1.39,4.11,2.62,Excellent,Medium,4.11,3.53,Yes,Positive,No
9273,43,Male,8.9,7.46,4.03,3.82,Excellent,High,4.1,7.28,No,Neutral,Yes
9274,20,Other,1.32,3.07,3.41,9.14,Fair,Low,7.59,8.91,Yes,Neutral,No
9275,41,Female,5.03,2.23,2.94,5.03,Poor,Medium,8.16,9.3,No,Positive,Yes
9276,24,Other,9.2,3.04,3.95,1.83,Fair,Medium,7.09,2.11,Yes,Negative,Yes
9277,57,Male,3.83,2.11,3.53,1.89,Poor,Medium,6.14,0.41,Yes,Negative,No
9278,53,Male,5.34,5.07,3.96,6.27,Good,Low,6.52,2.59,Yes,Positive,No
9279,35,Female,3.08,3.73,4.99,4.96,Excellent,Medium,8.6,1.61,No,Positive,Yes
9280,22,Female,5.41,1.76,2.43,5.23,Good,Low,7.0,0.23,Yes,Neutral,No
9281,57,Male,1.01,5.93,4.5,12.14,Poor,Medium,8.76,6.19,Yes,Positive,Yes
9282,22,Other,7.39,4.09,1.31,2.7,Good,Low,4.19,0.87,Yes,Neutral,Yes
9283,37,Female,1.1,3.18,4.14,14.92,Fair,Medium,8.03,0.93,No,Neutral,No
9284,58,Other,4.88,7.47,0.6,7.92,Good,Medium,6.94,9.54,Yes,Negative,Yes
9285,39,Female,7.23,0.33,1.93,10.32,Excellent,Low,6.56,4.13,No,Negative,No
9286,23,Male,8.27,7.43,3.18,11.26,Fair,High,5.11,2.67,Yes,Neutral,Yes
9287,24,Other,7.69,6.28,2.49,14.88,Poor,Medium,4.94,1.06,No,Neutral,No
9288,50,Female,8.61,1.4,3.15,7.27,Poor,High,6.03,3.94,No,Neutral,No
9289,62,Other,10.51,0.71,4.62,4.81,Fair,High,7.46,8.2,Yes,Positive,No
9290,37,Female,2.58,3.09,2.08,10.55,Good,Medium,7.84,7.38,No,Neutral,No
9291,54,Male,3.66,3.95,3.71,3.36,Fair,High,7.79,8.76,No,Negative,Yes
9292,43,Male,1.26,2.53,1.19,11.03,Excellent,Medium,6.85,0.23,Yes,Neutral,No
9293,22,Male,5.23,6.39,2.37,12.25,Poor,Low,8.24,3.57,Yes,Neutral,Yes
9294,48,Male,5.37,2.07,3.17,14.47,Excellent,High,8.67,1.41,No,Negative,Yes
9295,36,Male,3.12,4.32,3.55,7.44,Poor,High,5.14,8.97,Yes,Negative,Yes
9296,64,Female,7.16,2.24,0.27,14.9,Excellent,High,5.46,1.67,Yes,Positive,No
9297,65,Female,10.15,1.05,1.67,9.22,Excellent,Low,6.96,8.81,No,Negative,No
9298,32,Male,6.91,0.88,2.49,3.05,Good,High,7.34,7.78,Yes,Positive,Yes
9299,51,Male,8.93,2.78,4.58,2.32,Excellent,Low,6.9,4.25,Yes,Positive,Yes
9300,29,Male,8.39,0.85,2.26,8.79,Excellent,High,6.71,2.84,Yes,Negative,No
9301,18,Male,10.53,3.73,2.48,4.36,Excellent,Medium,5.49,7.84,No,Negative,No
9302,39,Male,3.95,0.02,4.22,8.55,Excellent,Medium,8.76,8.75,No,Negative,No
9303,28,Female,9.24,4.89,0.44,12.15,Fair,Medium,7.32,6.5,Yes,Positive,Yes
9304,32,Other,4.55,7.62,2.11,9.92,Fair,High,6.25,8.35,No,Neutral,No
9305,62,Other,11.65,3.33,3.46,9.04,Excellent,High,7.1,2.55,No,Positive,Yes
9306,54,Other,2.93,3.17,0.14,7.37,Fair,High,4.05,9.44,No,Positive,Yes
9307,37,Male,8.39,5.54,2.62,1.91,Excellent,Medium,4.11,4.22,No,Negative,No
9308,57,Other,10.16,1.04,3.98,2.3,Excellent,High,8.9,0.1,No,Neutral,Yes
9309,18,Female,5.24,5.04,0.72,9.89,Fair,Medium,6.27,5.4,No,Negative,Yes
9310,45,Other,1.75,6.17,0.86,14.87,Excellent,Low,8.48,6.83,No,Neutral,No
9311,59,Other,8.58,4.93,2.86,3.59,Good,High,8.77,5.45,No,Positive,Yes
9312,20,Female,9.38,3.36,3.49,12.26,Poor,High,7.84,7.73,Yes,Negative,Yes
9313,40,Other,4.45,3.76,4.02,8.62,Excellent,High,7.27,6.84,No,Negative,Yes
9314,58,Female,4.1,7.66,3.69,7.02,Fair,Medium,8.35,2.08,No,Negative,Yes
9315,56,Female,9.85,5.2,0.82,11.83,Poor,Medium,6.58,7.42,No,Negative,No
9316,24,Male,2.66,4.45,1.14,14.73,Fair,Medium,7.72,1.21,Yes,Negative,No
9317,57,Female,8.41,1.31,0.28,11.1,Excellent,Medium,5.78,1.66,Yes,Positive,No
9318,52,Other,2.6,0.82,1.58,11.9,Fair,Low,4.52,6.31,No,Positive,Yes
9319,37,Female,2.52,2.8,0.95,8.5,Good,Medium,4.56,3.99,Yes,Positive,Yes
9320,44,Other,9.76,4.04,3.62,5.87,Fair,Medium,7.32,1.67,Yes,Positive,No
9321,41,Other,1.15,6.06,2.18,9.31,Fair,High,8.99,3.41,Yes,Negative,No
9322,62,Male,10.78,1.72,3.6,9.09,Excellent,High,5.8,1.14,Yes,Negative,No
9323,60,Other,3.27,7.31,4.0,2.45,Poor,High,8.87,9.88,Yes,Positive,No
9324,28,Female,6.85,1.34,4.09,1.52,Good,Medium,4.06,9.03,Yes,Positive,No
9325,62,Female,9.62,7.52,4.33,8.69,Poor,High,7.03,2.64,No,Negative,Yes
9326,65,Other,7.1,2.42,4.29,8.49,Excellent,Low,8.23,3.83,No,Positive,Yes
9327,38,Male,6.1,4.33,2.8,3.11,Poor,Medium,7.58,7.12,No,Negative,No
9328,50,Other,7.76,0.82,4.95,10.27,Poor,Low,6.36,9.47,No,Positive,Yes
9329,58,Other,1.18,4.03,1.56,12.62,Poor,Low,8.81,9.52,Yes,Positive,Yes
9330,57,Female,5.14,5.87,2.99,5.51,Excellent,Low,5.29,4.33,No,Negative,Yes
9331,44,Female,3.95,0.37,0.27,13.63,Good,Low,7.19,7.13,Yes,Neutral,No
9332,30,Other,1.38,5.24,4.66,9.08,Poor,Medium,4.88,3.42,Yes,Negative,Yes
9333,57,Male,3.12,0.32,3.44,5.5,Poor,Medium,8.97,2.85,No,Positive,No
9334,23,Male,2.31,0.76,4.19,8.53,Excellent,Medium,4.25,3.12,Yes,Negative,Yes
9335,28,Female,2.14,3.6,4.54,11.31,Good,Medium,4.55,4.03,Yes,Positive,No
9336,37,Female,7.29,1.23,2.85,11.43,Fair,Low,8.64,9.24,No,Negative,Yes
9337,64,Other,6.09,5.41,2.37,1.38,Fair,High,5.83,2.62,No,Neutral,Yes
9338,41,Male,5.0,3.04,3.73,2.98,Poor,Medium,4.04,6.09,Yes,Neutral,No
9339,52,Male,10.11,4.73,4.84,9.92,Good,Medium,4.28,4.32,Yes,Positive,Yes
9340,21,Female,7.31,5.1,0.93,2.48,Good,Low,5.84,5.45,No,Positive,Yes
9341,58,Other,8.61,4.86,4.95,7.78,Fair,High,8.98,5.47,No,Positive,Yes
9342,30,Female,9.41,7.65,4.04,3.58,Good,High,7.55,4.27,Yes,Negative,Yes
9343,39,Female,6.94,0.42,2.12,3.35,Good,High,6.47,4.77,Yes,Positive,No
9344,20,Other,11.54,4.56,3.23,13.63,Poor,Low,8.01,2.45,Yes,Negative,Yes
9345,30,Female,1.49,5.68,2.93,11.78,Excellent,High,5.64,3.56,Yes,Positive,Yes
9346,60,Male,9.62,3.38,1.45,12.11,Poor,Low,4.83,8.25,Yes,Negative,No
9347,65,Other,10.41,0.53,4.76,8.27,Excellent,Low,8.73,9.29,Yes,Negative,Yes
9348,20,Female,4.69,2.72,1.68,7.31,Excellent,Low,5.22,3.16,Yes,Negative,Yes
9349,50,Female,5.14,4.57,4.39,1.48,Fair,High,4.58,9.02,Yes,Negative,No
9350,57,Female,1.16,5.72,4.26,13.06,Fair,Medium,4.99,5.02,No,Negative,Yes
9351,54,Other,10.29,2.54,0.74,8.3,Good,Medium,6.44,2.95,No,Negative,Yes
9352,51,Male,4.7,3.12,1.5,7.15,Poor,Low,6.62,3.68,No,Negative,Yes
9353,46,Male,1.73,4.39,0.51,2.66,Poor,Low,5.39,2.06,No,Negative,No
9354,49,Other,4.59,2.65,4.52,7.79,Excellent,Medium,8.68,2.24,No,Neutral,No
9355,36,Male,10.25,6.2,1.14,10.56,Poor,Low,6.9,9.3,Yes,Neutral,Yes
9356,47,Female,5.19,2.2,4.05,11.62,Fair,Low,8.51,5.34,No,Neutral,No
9357,46,Other,4.37,2.95,4.76,10.3,Fair,Low,4.42,4.96,No,Negative,Yes
9358,30,Male,9.39,1.18,2.12,8.97,Fair,High,5.79,7.07,Yes,Positive,No
9359,31,Male,6.11,3.79,3.28,7.48,Good,High,4.29,1.04,Yes,Positive,No
9360,25,Female,3.57,6.19,4.37,2.69,Fair,Medium,6.84,9.56,No,Negative,Yes
9361,20,Female,10.0,7.29,2.05,8.04,Poor,High,4.12,3.14,Yes,Negative,No
9362,36,Female,9.68,5.89,2.67,5.71,Poor,Medium,7.6,6.52,Yes,Negative,No
9363,25,Male,6.84,4.94,4.8,7.38,Poor,Medium,6.4,5.75,No,Negative,No
9364,57,Female,6.58,4.79,3.81,11.81,Fair,Medium,4.76,7.54,No,Negative,Yes
9365,30,Other,2.87,4.88,0.14,5.81,Poor,High,8.2,1.39,Yes,Neutral,No
9366,25,Female,8.06,1.28,1.06,11.75,Excellent,Low,8.77,1.34,No,Neutral,Yes
9367,22,Male,8.21,6.63,2.52,14.71,Poor,Low,8.01,1.8,Yes,Negative,No
9368,62,Female,5.12,2.25,1.09,7.67,Poor,Medium,5.63,4.19,Yes,Positive,No
9369,19,Other,11.23,1.28,3.2,5.49,Poor,Low,4.76,8.06,No,Negative,No
9370,62,Other,1.87,4.69,0.13,7.89,Fair,Low,6.12,0.26,Yes,Positive,Yes
9371,22,Female,2.97,6.31,3.15,2.7,Poor,Low,4.74,0.29,No,Neutral,No
9372,56,Other,6.7,3.29,3.8,3.52,Good,High,7.34,6.94,No,Neutral,Yes
9373,45,Female,10.19,3.71,3.99,1.27,Good,High,7.85,1.34,Yes,Negative,Yes
9374,41,Female,10.59,3.87,1.4,7.77,Good,High,6.46,9.35,No,Positive,No
9375,59,Female,7.03,4.5,4.91,2.68,Excellent,Low,6.56,1.39,No,Positive,No
9376,52,Female,2.9,7.45,0.62,9.34,Poor,Medium,6.18,6.11,No,Negative,No
9377,41,Other,2.06,1.4,1.44,5.87,Fair,Medium,5.39,9.04,Yes,Negative,Yes
9378,30,Other,4.1,6.34,1.07,10.35,Good,Medium,5.37,8.4,Yes,Positive,No
9379,50,Male,10.16,0.37,0.21,9.35,Good,Low,4.63,3.69,Yes,Positive,Yes
9380,45,Male,10.97,5.62,4.16,8.2,Fair,High,9.0,0.47,Yes,Negative,No
9381,25,Male,5.93,3.3,1.83,5.45,Fair,High,5.63,5.83,No,Neutral,Yes
9382,18,Other,1.78,6.87,2.26,3.9,Excellent,Low,7.52,2.7,No,Negative,No
9383,53,Other,1.02,0.05,3.35,3.08,Good,Low,5.45,2.06,No,Positive,No
9384,30,Other,6.11,4.42,3.67,7.02,Good,Low,8.3,3.74,Yes,Negative,Yes
9385,44,Other,1.41,6.61,3.32,6.44,Poor,Medium,6.17,0.4,No,Negative,No
9386,56,Male,11.92,4.17,4.64,9.0,Fair,High,6.51,6.49,Yes,Negative,Yes
9387,37,Female,6.93,2.91,4.62,7.2,Poor,Low,8.19,0.91,No,Negative,No
9388,25,Female,9.03,4.31,0.48,5.13,Fair,High,8.71,1.5,Yes,Negative,No
9389,46,Female,2.07,4.23,3.3,12.35,Poor,High,7.79,1.52,Yes,Negative,Yes
9390,60,Female,5.03,0.9,1.82,2.98,Excellent,Medium,7.06,1.19,No,Negative,Yes
9391,49,Other,9.53,2.54,1.54,10.97,Excellent,Medium,4.49,9.78,No,Neutral,Yes
9392,38,Male,3.62,6.9,0.97,5.36,Poor,High,4.84,7.06,No,Negative,Yes
9393,50,Other,6.46,6.65,1.69,7.11,Excellent,Low,5.05,0.24,No,Positive,Yes
9394,64,Other,9.73,3.11,2.51,6.85,Poor,High,7.71,7.19,No,Negative,No
9395,42,Female,10.37,0.54,3.95,7.75,Excellent,Medium,6.94,9.18,No,Neutral,No
9396,32,Other,2.64,4.35,0.04,14.78,Good,Low,7.49,4.07,No,Positive,Yes
9397,20,Female,2.87,2.73,0.62,13.32,Poor,Medium,7.66,7.78,Yes,Negative,No
9398,23,Female,7.63,0.09,2.76,13.37,Excellent,High,8.59,1.78,No,Neutral,No
9399,22,Male,4.11,5.96,1.84,1.74,Fair,Medium,7.73,5.96,No,Neutral,No
9400,30,Female,11.54,0.26,0.92,3.97,Good,Low,6.59,5.47,No,Negative,Yes
9401,18,Female,5.21,6.42,4.62,7.86,Excellent,High,7.0,2.89,Yes,Negative,Yes
9402,28,Female,5.81,0.3,0.18,10.21,Poor,High,7.13,9.16,No,Neutral,Yes
9403,65,Female,6.38,7.08,4.36,9.21,Good,High,6.72,9.67,No,Positive,No
9404,23,Male,9.8,7.84,3.85,2.77,Fair,Medium,8.81,3.4,Yes,Neutral,Yes
9405,18,Female,6.92,0.34,1.52,13.75,Excellent,Low,7.03,9.63,Yes,Positive,No
9406,48,Female,5.09,4.65,2.61,12.14,Fair,Low,8.06,6.31,No,Negative,Yes
9407,65,Other,7.93,6.43,4.15,11.01,Excellent,High,8.01,0.92,Yes,Positive,No
9408,53,Female,2.1,2.75,3.98,11.92,Fair,High,8.18,1.08,No,Positive,Yes
9409,63,Female,2.55,2.88,4.21,11.48,Poor,Low,4.53,3.01,No,Positive,Yes
9410,62,Other,8.34,0.87,0.85,12.3,Fair,High,4.2,4.94,Yes,Positive,No
9411,38,Male,3.96,3.27,3.22,1.98,Excellent,High,6.9,8.38,No,Negative,No
9412,63,Other,4.2,5.89,0.05,2.76,Good,Low,5.91,7.19,No,Neutral,Yes
9413,23,Other,3.25,0.71,4.75,11.98,Poor,High,7.33,8.5,Yes,Negative,Yes
9414,51,Female,11.58,5.27,0.36,10.73,Excellent,Medium,5.26,7.17,No,Positive,Yes
9415,34,Other,11.64,7.57,4.68,11.06,Excellent,Medium,5.27,3.96,Yes,Positive,No
9416,35,Female,7.04,0.77,0.88,12.99,Poor,Low,5.43,4.77,Yes,Negative,No
9417,40,Other,7.65,0.4,2.52,9.35,Poor,High,5.74,0.57,No,Positive,Yes
9418,65,Female,8.78,3.81,0.88,10.73,Excellent,Low,6.69,3.33,No,Negative,Yes
9419,57,Other,1.81,6.38,3.94,6.16,Fair,High,4.49,9.85,No,Positive,Yes
9420,43,Male,11.92,5.16,0.13,3.73,Excellent,Low,7.69,8.31,Yes,Positive,No
9421,18,Female,1.17,2.46,3.75,4.37,Good,High,6.06,1.29,No,Positive,Yes
9422,54,Other,2.9,4.48,3.61,1.91,Good,Low,7.74,9.99,No,Positive,Yes
9423,24,Male,4.57,1.6,2.41,14.87,Good,High,8.6,7.48,Yes,Negative,No
9424,58,Female,3.97,0.79,0.43,1.91,Poor,High,5.76,8.33,No,Negative,No
9425,33,Male,11.81,1.2,1.75,10.95,Fair,Low,4.45,8.96,Yes,Neutral,No
